country_name,country_code,population_density,gdp_per_capita,life_expectancy,co2_emissions,dbpedia_uri
Spain,ESP,94.802910688937,27233.9426461608,82.2317073170732,34.2367565697128,http://dbpedia.org/resource/Spain
Sri Lanka,LKA,354.332363401229,3847.60137695639,76.928,7.97346594278936,http://dbpedia.org/resource/Sri_Lanka
Sudan,SDN,25.0477682012848,577.795227050781,65.124,3.743631426533,http://dbpedia.org/resource/Sudan
Suriname,SUR,3.81487831013121,4755.39221710693,72.321,34.2806124550089,http://dbpedia.org/resource/Suriname
Sweden,SWE,25.4209438224317,52568.5726980146,82.3560975609756,25.9439131450198,http://dbpedia.org/resource/Sweden
Switzerland,CHE,218.63446962171,85897.7843338323,83.0,32.3365825180273,http://dbpedia.org/resource/Switzerland
Syria,SYR,114.629575777378,572.355289831901,71.944,9.71841987002587,http://dbpedia.org/resource/Syria
Tajikistan,TJK,70.2450464730888,834.311715460625,68.605,7.82026419420641,http://dbpedia.org/resource/Tajikistan
Tanzania,TZA,68.8335944908557,1117.41528320313,66.771,1.8715647369614,http://dbpedia.org/resource/Tanzania
Thailand,THA,140.228785061364,6985.64393892574,77.331,29.714046448033,http://dbpedia.org/resource/Thailand
The Bahamas,BHS,39.5467532467532,26178.7537607708,72.994,48.3380118138809,http://dbpedia.org/resource/The_Bahamas
The Gambia,GMB,248.590217391304,720.335143352133,64.418,1.90023679144676,http://dbpedia.org/resource/The_Gambia
Togo,TGO,159.399154256297,863.468665870276,61.14,2.28849474923542,http://dbpedia.org/resource/Togo
Tonga,TON,146.811111111111,4792.35854741522,72.379,8.97638094514223,http://dbpedia.org/resource/Tonga
Trinidad and Tobago,TTO,266.418128654971,15283.6270531554,72.645,81.2569533780326,http://dbpedia.org/resource/Trinidad_and_Tobago
Tunisia,TUN,77.0729724510814,3548.65363663803,75.004,19.2689802259104,http://dbpedia.org/resource/Tunisia
Turkey,TUR,108.343853540013,8798.11791709313,76.525,38.9561203973895,http://dbpedia.org/resource/Turkey
Turkmenistan,TKM,14.7892494626859,5972.72356566861,68.846,81.4726903938572,http://dbpedia.org/resource/Turkmenistan
Tuvalu,TUV,346.633333333333,4976.11254109571,66.357,4.77007859788599,http://dbpedia.org/resource/Tuvalu
Uganda,UGA,221.709315778975,845.766463890124,66.41,1.02234427861557,http://dbpedia.org/resource/Uganda
Ukraine,UKR,77.1142802899551,3709.76928710938,73.283,30.0176728256231,http://dbpedia.org/resource/Ukraine
United Arab Emirates,ARE,132.371698113208,37991.7492971665,81.936,162.018173441141,http://dbpedia.org/resource/United_Arab_Emirates
United Kingdom,GBR,275.881453312942,40812.6794663879,80.331756097561,36.8091380072108,http://dbpedia.org/resource/United_Kingdom
United States,USA,36.248222996211,63515.9491807833,76.9804878048781,104.261411169991,http://dbpedia.org/resource/United_States
Uruguay,URY,19.4204548051651,15757.5355995779,78.381,15.1977524039934,http://dbpedia.org/resource/Uruguay
Uzbekistan,UZB,76.2200658118688,1978.28051860763,71.461,27.0104302839006,http://dbpedia.org/resource/Uzbekistan
Vanuatu,VUT,24.5166529942576,3042.98711598286,70.385,3.11339974653897,http://dbpedia.org/resource/Vanuatu
Venezuela,VEN,32.2476923076923,1506.0436210041,72.369,20.3602238265569,http://dbpedia.org/resource/Venezuela
Vietnam,VNM,312.923153250018,3534.03953482647,75.383,29.4115207051187,http://dbpedia.org/resource/Vietnam
Zambia,ZMB,25.6384872005273,951.644316655957,63.361,3.21522170003088,http://dbpedia.org/resource/Zambia
Zimbabwe,ZWE,40.13671448882,2059.67445384499,61.53,4.2438683760075,http://dbpedia.org/resource/Zimbabwe
